url,title,subtitle,price,common_expenses,squared_meters,dorms,bathrooms,location,coordinates,description,verified_seller,image_url,table_1
https://www.portalinmobiliario.com/MLC-2719611378-excelente-depto-en-santiago-sur-_JM,Excelente Depto En Santiago Sur,Departamento en Venta,2700,Gastos comunes aproximados $ 61.000,50 m² totales,3 dormitorios,1 baño,,,,identidad verificada,https://http2.mlstatic.com/D_NQ_NP_875379-MLC79425617020_092024-O.webp,[]
