url,title,subtitle,price,common_expenses,squared_meters,dorms,bathrooms,location,coordinates,table1,table2,table3,table4,table5,table6,description,verified_seller,image_url
https://www.portalinmobiliario.com/MLC-1544145281,Rebajado / Rinconada Las Naciones,Departamento en Venta,53.000.000,Gastos comunes aproximados $ 3.000,53 m² totales,3 dormitorios,1 baño,"Narqui, Maipú, Chile, Hospital El Carmen de Maipú, Maipú, RM (Metropolitana)",-33.5056047%2C-70.7854523,,,,,,,"Departamento en segundo piso.  Living comedorCocina americana con desayunadorTres dormitorios - baño completo.Pasillo con closet Logia con conexión a lavadora Buen estado de conservación. Precio no Incluye estacionamiento , estacionamientos comunes. Conjunto habitacional con acceso controlados portón automático, plaza interior, sede comunitaria, buen ambiente familiar tranquilo y seguro. Ubicada en sector Rinconada con las Naciones , conectividad a Plaza Maipú, transporte publico, troncal Rinconadas, conexión a autopista del sol.Cercana a colegio Terra Austral, supermercado Santa Isabel y parque tres poniente. Canon de arriendo mensual $ 320.000.- aproximadamente. Aceptamos ofertas propuestas al valor  publicado. Aceptamos subsidios, crédito, leasing y ventas al contado.",identidad verificada,https://http2.mlstatic.com/D_NQ_NP_909354-MLC80167539766_112024-O.jpg
